Manufacturer,Mark,price,Engine_capacity,Gearbox,Hurd,Type,Color,Year_of_manufacture,Year_of_entry,Engine,Interior_color,Leasing,Drive,Mileage,Conditions,Gate
Toyota,Prius 30,25300000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,0,Дугаар авсан,5
Toyota,Prius 30,16500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2017,Хайбрид,Хар,Лизинггүй,Урдаа FWD,180000,Дугаар авсан,5
Lexus,RX,46000000,3.4,Автомат,Буруу,Жийп,Хар,2009,2023,Бензин,Бусад,Лизинггүй,Бүх дугуй 4WD,126000,Дугаар авсан,5
Toyota,"Prius 40, 41",2400000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2023,Бензин,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,231140,Дугаар авсан,5
Toyota,Prius 20,12800000,1.4,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2022,Хайбрид,Хар,Лизинггүй,Урдаа FWD,1111111111,Дугаар авсан,5
Nissan,NV200,12300000,1.6,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2021,Бензин,Саарал,Лизинггүй,Урдаа FWD,206800,Дугаар авсан,5
Land Rover,Discovery,135000000,3.0,Автомат,Зөв,Жийп,Хар,2018,2023,Дизель,Бор,Лизинггүй,Бүх дугуй 4WD,35000,Дугаар аваагүй,5
Toyota,Premio,20000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2009,2019,Бензин,Саарал,Лизинггүй,Урдаа FWD,120000,Дугаар авсан,5
Land Rover,Defender,359000000,3.0,Автомат,Зөв,Жийп,Хар,2022,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,8000,Дугаар авсан,5
Honda,HR-V,8000000,1.6,Автомат,Буруу,Суудлын тэрэг,Саарал,2000,2009,Бензин,Хар,Лизинггүй,Урдаа FWD,1,Дугаар авсан,5
Mazda,CX,33000000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2022,2023,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,6704,Дугаар аваагүй,5
Subaru,Impreza,27500000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2018,Бензин,Хар,Лизинггүй,Урдаа FWD,1,Дугаар аваагүй,4
Toyota,Fielder,4800000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,166000,Дугаар аваагүй,5
Mercedes-Benz,Бусад,65000000,3.2,Автомат,Зөв,Жийп,Хар,2016,2021,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,120,Дугаар аваагүй,5
Toyota,Wish,22500000,1.8,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2022,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,160,Дугаар авсан,5
Toyota,Alphard,120000000,2.4,Автомат,Зөв,Гэр бүлийн,Цайвар цэнхэр,2007,2016,Хайбрид,Саарал,Лизинггүй,Бүх дугуй 4WD,100000,Дугаар авсан,4
Nissan,X-Trail,39000000,2.0,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,110,Дугаар авсан,5
Lexus,RX,52000000,3.5,Автомат,Буруу,Жийп,Хөх,2009,2022,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,119000,Дугаар авсан,5
Nissan,Juke,29800000,1.3,Автомат,Буруу,Жийп,Саарал,2012,2017,Бензин,Хар,Лизинггүй,Урдаа FWD,188000,Дугаар авсан,5
Nissan,X-Trail,34500000,2.0,Автомат,Буруу,Жийп,Хар,2010,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,180,Дугаар авсан,4
Mercedes-Benz,G-Class,58000000,5.5,Автомат,Зөв,Жийп,Хөх,2013,2017,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,98482,Дугаар авсан,5
Lexus,RX,22500000,3.5,Автомат,Буруу,Жийп,Цагаан,2009,2023,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,5
Mercedes-Benz,E-Class,13000000,2.0,Автомат,Зөв,Суудлын тэрэг,Цагаан,2019,2021,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,40000,Дугаар авсан,5
Toyota,Harrier,38000000,3.3,Автомат,Буруу,Жийп,Хүрэн,2005,2021,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,200,Дугаар авсан,5
Lexus,RX,48000000,3.5,Автомат,Буруу,Жийп,Хар,2012,2023,Хайбрид,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Toyota,Aqua,11000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,100000,Дугаар авсан,5
Toyota,Land Cruiser Prado,57000000,2.7,Автомат,Буруу,Жийп,Хар,2018,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,89000,Дугаар аваагүй,5
Toyota,Sai,31800000,2.0,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2019,Хайбрид,Шаргал,ББСБ лизингтэй,Урдаа FWD,204000,Дугаар авсан,5
Toyota,Land Cruiser Prado,85000000,2.7,Автомат,Буруу,Жийп,Ногоон,1998,2008,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,220,Дугаар авсан,5
Toyota,Prius 30,17700000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2021,Бензин,Хар,Лизинггүй,Урдаа FWD,188625,Дугаар авсан,2
Toyota,Harrier,35000000,2.5,Автомат,Буруу,Жийп,Хар,2014,2023,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,96700,Дугаар аваагүй,5
Mercedes-Benz,S-Class,140000000,3.5,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2010,2020,Бензин,Хар,Лизинггүй,Хойноо RWD,109000,Дугаар авсан,4
Nissan,Leaf,14300000,4.0,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2014,2023,Цахилгаан,Цагаан шар,Лизинггүй,Урдаа FWD,1111,Дугаар аваагүй,4
Toyota,Land Cruiser 105,57000000,4.5,Механик,Зөв,Жийп,Цэнхэр,2005,2006,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Lexus,RX,59900000,3.5,Автомат,Буруу,Жийп,Саарал,2010,2019,Хайбрид,Цагаан шар,Лизинггүй,Урдаа FWD,190,Дугаар авсан,5
Toyota,Corolla,23000000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2007,2015,Бензин,Саарал,Лизинггүй,Урдаа FWD,186285,Дугаар авсан,4
Toyota,"Prius 40, 41",29500000,1.8,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2021,Бензин,Хар,Лизинггүй,Урдаа FWD,-2147483648,Дугаар авсан,5
Toyota,Harrier,33000000,2.4,Автомат,Буруу,Жийп,Хар,2009,2019,Бензин,Шаргал,ББСБ лизингтэй,Урдаа FWD,210,Дугаар авсан,5
Toyota,Crown,43000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2023,Хайбрид,Хар,Банкны лизингтэй,Хойноо RWD,190000,Дугаар аваагүй,4
Toyota,Aqua,15000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2013,1981,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,120,Дугаар аваагүй,4
Toyota,Harrier,33500000,2.5,Автомат,Буруу,Жийп,Хөх,2015,2023,Хайбрид,Бусад,Лизинггүй,Бүх дугуй 4WD,91000,Дугаар авсан,5
Toyota,Harrier,55000000,3.0,Автомат,Буруу,Жийп,Саарал,2003,2009,Бензин,Саарал,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Prius 30,16500000,1.8,Автомат,Буруу,Суудлын тэрэг,Улаан,2010,2018,Хайбрид,Хар,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Prius 20,8800000,1.3,Автомат,Буруу,Суудлын тэрэг,Цагаан,2006,2020,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,1,Дугаар авсан,5
Toyota,Alphard,13000000,2.4,Автомат,Буруу,Гэр бүлийн,Саарал,2004,2015,Хайбрид,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,100000,Дугаар авсан,5
Toyota,Mark,14000000,2.4,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2008,2017,Бензин,Бор,ББСБ лизингтэй,Урдаа FWD,231000,Дугаар авсан,5
Toyota,Prius 30,13400000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2016,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,180000,Дугаар авсан,4
Lexus,LX,33000000,5.7,Автомат,Зөв,Жийп,Хар,2010,2011,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,130000,Дугаар авсан,4
Toyota,Harrier,21000000,2.4,Автомат,Буруу,Жийп,Хар,2006,2016,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,230,Дугаар авсан,5
Toyota,Estima,21000000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2003,2017,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,164302,Дугаар авсан,5
Toyota,Prius 55,38000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2016,2022,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,195000,Дугаар авсан,5
BMW,X3,15000000,2.0,Автомат,Буруу,Жийп,Хар саарал,2016,2019,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,52000,Дугаар авсан,5
Toyota,Raum,5800000,1.5,Автомат,Буруу,Суудлын тэрэг,Хүрэн,1997,2010,Бензин,Саарал,Лизинггүй,Урдаа FWD,123567,Дугаар авсан,5
Subaru,Exiga,16000000,2.5,Автомат,Буруу,Гэр бүлийн,Цэнхэр,2015,2023,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,42000,Дугаар аваагүй,4
Toyota,Prius 30,23000000,1.4,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2009,2014,Хайбрид,Хар,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Toyota,Land Cruiser 100,55000000,4.2,Автомат,Зөв,Жийп,Саарал,2005,2008,Дизель,Саарал,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Mitsubishi,Delica,17000000,2.5,Автомат,Буруу,Гэр бүлийн,Хар,2008,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,270272,Дугаар авсан,5
Mercedes-Benz,GL-Class,210000000,3.0,Автомат,Зөв,Жийп,Цагаан,2021,2021,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,9000,Дугаар авсан,5
BYD,Бусад,96000000,1.6,Автомат,Зөв,Жийп,Цагаан,2023,2023,Хайбрид,Шаргал,Банкны лизингтэй,Урдаа FWD,0,Шинэ,5
Nissan,Patrol,85000000,5.6,Автомат,Зөв,Жийп,Хар,2016,2016,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,100000,Дугаар авсан,5
Lexus,NX,90000000,2.0,Автомат,Зөв,Жийп,Саарал,2016,2021,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,93000,Дугаар авсан,4
Lexus,RX,58900000,3.3,Автомат,Буруу,Жийп,Хар,2003,2011,Бензин,Хар,Лизинггүй,Урдаа FWD,1500000,Дугаар авсан,4
Toyota,Prius 30,21000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2016,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,300000,Дугаар авсан,5
Toyota,Land Cruiser 105,45000000,4.7,Автомат,Зөв,Жийп,Саарал,1999,2011,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,198000,Дугаар авсан,5
Toyota,Land Cruiser 200,90000000,4.5,Автомат,Зөв,Жийп,Саарал,2016,2016,Дизель,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,110,Дугаар авсан,5
Toyota,Land Cruiser Prado,95000000,2.7,Автомат,Буруу,Жийп,Хар,2011,2021,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,135869,Дугаар авсан,5
Lexus,RX,53700000,4.5,Автомат,Зөв,Жийп,Саарал,2009,2019,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,100000,Дугаар авсан,5
Toyota,Highlander,52000000,3.4,Автомат,Зөв,Жийп,Цайвар цэнхэр,2011,2020,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,11111,Дугаар авсан,5
Toyota,Prius 20,19000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2007,2014,Хайбрид,Хар,Лизинггүй,Урдаа FWD,3800,Дугаар авсан,5
Toyota,Estima,13000000,2.4,Автомат,Буруу,Гэр бүлийн,Хар,2012,2023,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,137000,Дугаар аваагүй,5
Toyota,Alphard,37000000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2010,2020,Бензин,Цагаан шар,Банкны лизингтэй,Бүх дугуй 4WD,140,Дугаар авсан,5
Toyota,Sai,25300000,2.4,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2020,Бензин,Бусад,Лизинггүй,Бүх дугуй 4WD,150000,Дугаар авсан,4
Toyota,Prius 20,16000000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2007,2017,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,210000,Дугаар авсан,4
Lexus,RX,59000000,2.0,Автомат,Буруу,Жийп,Саарал,2021,2023,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,13001,Дугаар аваагүй,5
Dodge,Durango,30000000,4.7,Автомат,Зөв,Жийп,Саарал,2007,2023,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,172000,Дугаар аваагүй,4
Nissan,X-Trail,40000000,2.4,Автомат,Буруу,Гэр бүлийн,Саарал,2018,2022,Бензин,Хар,Лизинггүй,Урдаа FWD,55000,Дугаар авсан,5
Toyota,Land Cruiser Prado,38000000,2.7,Автомат,Буруу,Жийп,Цагаан,2012,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,184000,Дугаар авсан,5
Nissan,Vanette,17000000,2.0,Автомат,Буруу,Гэр бүлийн,Улаан,2006,2019,Бензин,Саарал,Лизинггүй,Хойноо RWD,220000,Дугаар авсан,4
Toyota,Crown,48000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2023,Хайбрид,Хар,Лизинггүй,Хойноо RWD,180000,Дугаар авсан,5
Nissan,Juke,16000000,4.0,Автомат,Буруу,Жийп,Саарал,2013,2018,Бензин,Хар,Лизинггүй,Урдаа FWD,10000,Дугаар авсан,4
Ford,Everest,26000000,2.5,Механик,Зөв,Жийп,Цагаан,2013,2014,Дизель,Шаргал,Лизинггүй,Бүх дугуй 4WD,96000,Дугаар авсан,5
Toyota,4Runner,118000000,4.0,Автомат,Зөв,Жийп,Сувдан цагаан,2014,2022,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,109000,Дугаар авсан,5
Toyota,Harrier,19000000,2.4,Автомат,Буруу,Жийп,Хар,2014,2021,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,260000,Дугаар авсан,5
Ford,Transit,80000000,2.2,Механик,Зөв,Суудлын тэрэг,Цагаан,2015,2023,Дизель,Хар,Банкны лизингтэй,Урдаа FWD,110000,Дугаар аваагүй,4
Toyota,Crown,42500000,2.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2022,Хайбрид,Цагаан шар,Лизинггүй,Урдаа FWD,110,Дугаар авсан,4
Toyota,Sai,21000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2009,2023,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,133000,Дугаар аваагүй,6
Toyota,Kluger,52000000,3.5,Автомат,Буруу,Жийп,Цагаан,2016,1999,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,93000,Дугаар авсан,5
Lexus,RX,52000000,3.5,Автомат,Зөв,Суудлын тэрэг,Боронзон,2007,2022,Хайбрид,Саарал,Банкны лизингтэй,Бүх дугуй 4WD,180,Дугаар авсан,4
Toyota,Land Cruiser Prado,57000000,2.7,Автомат,Буруу,Жийп,Хар,2010,2020,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,110000,Дугаар авсан,5
Toyota,"Prius 40, 41",25500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Хайбрид,Саарал,Банкны лизингтэй,Урдаа FWD,200000,Дугаар аваагүй,5
Lexus,GS,50000000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2023,Бензин,Хар,ББСБ лизингтэй,Хойноо RWD,179,Дугаар аваагүй,5
Toyota,Harrier,25500000,2.4,Автомат,Буруу,Жийп,Хар,2004,2014,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,230000,Дугаар авсан,5
Toyota,Prius 30,12500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2020,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,183420,Дугаар авсан,4
Toyota,"Prius 40, 41",32300000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2022,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,151000,Дугаар авсан,5
Toyota,Land Cruiser Prado,150000000,2.7,Автомат,Буруу,Жийп,Бор,2018,2021,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,54500,Дугаар авсан,5
Toyota,Prius 20,15500000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2006,2013,Бензин,Саарал,Лизинггүй,Урдаа FWD,374000,Дугаар авсан,5
Subaru,Forester,19500000,2.2,Автомат,Буруу,Жийп,Хар саарал,2009,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,10000000,Дугаар авсан,5
Toyota,Highlander,40000000,3.3,Автомат,Зөв,Жийп,Цэнхэр,2007,2017,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,98000,Дугаар авсан,5
Peugeot,Бусад,23000000,1.6,Автомат,Зөв,Суудлын тэрэг,Хар,2013,2014,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,54000,Дугаар авсан,5
Toyota,Hiace,30000000,2.7,Механик,Буруу,Гэр бүлийн,Цагаан,2012,2023,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,273919,Дугаар аваагүй,4
Toyota,Harrier,40000000,3.3,Автомат,Буруу,Жийп,Хар саарал,2004,2023,Бензин,Хар,Лизинггүй,Урдаа FWD,227000,Дугаар авсан,4
Toyota,Vista,25000000,2.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2023,Бензин,Бусад,Лизинггүй,Урдаа FWD,218591,Дугаар авсан,4
Toyota,Rumion,12500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,120000,Дугаар авсан,5
Toyota,Harrier,16900000,2.5,Автомат,Буруу,Жийп,Хар,2014,2023,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,4
Volkswagen,Tiguan,22000000,2.0,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2018,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,136300,Дугаар авсан,4
Porsche,Panamera,110000000,3.7,Автомат,Зөв,Суудлын тэрэг,Цагаан,2011,2021,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,110000,Дугаар авсан,4
Volkswagen,Tiguan,26000000,2.0,Автомат,Зөв,Жийп,Хар,2010,2012,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,84000,Дугаар авсан,4
Lexus,ES,50000000,2.5,Автомат,Зөв,Суудлын тэрэг,Цагаан,2019,2023,Хайбрид,Шаргал,Лизинггүй,Урдаа FWD,60,Дугаар аваагүй,5
Toyota,Camry,12500000,2.4,Автомат,Буруу,Суудлын тэрэг,Хар,2006,2014,Бензин,Хар,Хувь лизингтэй,Урдаа FWD,156000,Дугаар авсан,5
Toyota,Prius 30,17800000,1.5,Автомат,Буруу,Суудлын тэрэг,Хөх,2010,2017,Хайбрид,Цагаан шар,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Land Rover,Defender,359000000,5.0,Автомат,Зөв,Жийп,Хар саарал,2022,2022,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,10000,Дугаар авсан,5
Škoda,Бусад,5000000,1.4,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2020,2022,Бензин,Саарал,Лизинггүй,Урдаа FWD,83000,Дугаар авсан,4
Toyota,"Prius 40, 41",28000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Бензин,Хар,Лизинггүй,Урдаа FWD,171240,Дугаар авсан,5
SsangYong,Actyon,17000000,2.0,Автомат,Зөв,Жийп,Саарал,2009,2023,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,2800000,Дугаар аваагүй,4
Toyota,"Prius 40, 41",35000000,1.8,Автомат,Буруу,Гэр бүлийн,Улаан,2015,2021,Хайбрид,Бусад,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Subaru,Forester,36000000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2019,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,130000,Дугаар авсан,5
Toyota,"Prius 40, 41",21000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2022,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,280000,Дугаар авсан,5
Lexus,LX,99000000,5.7,Автомат,Зөв,Жийп,Хар,2011,2012,Бензин,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,78000,Дугаар авсан,5
Toyota,"Prius 40, 41",25000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2012,2021,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,153000,Дугаар авсан,5
Toyota,Prius 20,13700000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,32000,Шинэ,5
Toyota,Prius 30,17500000,1.8,Автомат,Зөв,Суудлын тэрэг,Хар,2010,2018,Хайбрид,Хар,Лизинггүй,Урдаа FWD,150000,Дугаар авсан,5
Toyota,Kluger,70000000,2.4,Автомат,Буруу,Жийп,Хар саарал,2000,2010,Бензин,Хар,Лизинггүй,Урдаа FWD,6666666,Дугаар авсан,4
Ford,F-сери,295000000,3.6,Автомат,Зөв,Жийп,Хөх,2023,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,0,Дугаар аваагүй,4
Toyota,Aqua,14800000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2018,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,210000,Дугаар авсан,4
SsangYong,Rexton,45000000,2.2,Автомат,Зөв,Жийп,Хар,2018,2023,Дизель,Хар,Лизинггүй,Бүх дугуй 4WD,122000,Дугаар авсан,5
Nissan,Note,15500000,1.2,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,150,Дугаар аваагүй,4
Hyundai,Starex,27000000,3.1,Автомат,Зөв,Суудлын тэрэг,Хар,2011,2023,Дизель,Саарал,Лизинггүй,Бүх дугуй 4WD,80000,Дугаар авсан,5
Hyundai,Starex,30000000,2.5,Автомат,Зөв,Гэр бүлийн,Цайвар цэнхэр,2008,2022,Дизель,Хар,Лизинггүй,Хойноо RWD,1500000,Дугаар авсан,5
Lexus,RX,46000000,3.5,Автомат,Буруу,Жийп,Сувдан цагаан,2012,2023,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,97000,Дугаар аваагүй,5
Toyota,Crown,25000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,130000,Дугаар авсан,4
Lexus,RX,48000000,3.5,Автомат,Зөв,Жийп,Улаан,2007,2023,Хайбрид,Цагаан шар,Лизинггүй,Бүх дугуй 4WD,170000,Дугаар аваагүй,5
Toyota,Crown,30000000,3.5,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2019,Хайбрид,Саарал,Лизинггүй,Хойноо RWD,188000,Дугаар авсан,4
Toyota,Harrier,23000000,3.3,Автомат,Буруу,Жийп,Хар,2007,2023,Хайбрид,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,110,Дугаар авсан,5
Автомашин зарна,Бусад,20000000,1.5,Механик,Зөв,Суудлын тэрэг,Шар,1984,1984,Бензин,Цагаан шар,Лизинггүй,Хойноо RWD,777,Дугаар авсан,5
Toyota,Crown,26500000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,150000,Дугаар авсан,4
Toyota,Crown,28500000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2022,Бензин,Саарал,Лизинггүй,Урдаа FWD,100,Дугаар авсан,4
Toyota,Prius 30,17500000,2.5,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2009,2018,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,100000,Дугаар авсан,5
Toyota,Harrier,42500000,3.3,Автомат,Буруу,Суудлын тэрэг,Хар,2006,2020,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Toyota,"Prius 40, 41",28500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хөх,2015,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,115000,Дугаар аваагүй,5
Toyota,Crown,32500000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2020,Бензин,Хар,Лизинггүй,Хойноо RWD,150,Дугаар авсан,4
Lexus,LX,320000000,5.7,Автомат,Зөв,Жийп,Цагаан,2015,2017,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,77776,Дугаар авсан,5
Toyota,"Prius 40, 41",29000000,6.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2022,Бензин,Саарал,Лизинггүй,Урдаа FWD,100000,Дугаар аваагүй,4
Toyota,Prius 30,20500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хөх,2009,2018,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,260000,Дугаар авсан,4
Toyota,Alphard,31500000,3.5,Автомат,Буруу,Гэр бүлийн,Хар,2008,2022,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,200,Дугаар авсан,5
Toyota,Crown,13500000,3.5,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2017,Хайбрид,Саарал,Лизинггүй,Хойноо RWD,100000,Дугаар авсан,5
Lexus,NX,73000000,2.5,Автомат,Буруу,Жийп,Сувдан цагаан,2015,2023,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,100000,Дугаар авсан,5
Toyota,Sienta,9500000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2007,2017,Бензин,Саарал,Лизинггүй,Урдаа FWD,180000,Дугаар авсан,5
Toyota,Prius 20,22800000,1.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2004,2018,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
